,condition,correct,correct_response,exp_stage,key_press,possible_responses,rt,stim_color,stim_word,trial_type,worker_id
stroop_96_243,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",720,green,green,poldrack-categorize,s238
stroop_97_4,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",955,red,red,poldrack-categorize,s244
stroop_97_6,incongruent,0.0,82.0,practice,71.0,"[66, 71, 82]",948,red,green,poldrack-categorize,s244
stroop_97_8,incongruent,0.0,66.0,practice,-1.0,"[66, 71, 82]",-1,blue,red,poldrack-categorize,s244
stroop_97_10,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1209,red,blue,poldrack-categorize,s244
stroop_97_12,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1374,blue,red,poldrack-categorize,s244
stroop_97_14,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",550,green,red,poldrack-categorize,s244
stroop_97_16,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1174,blue,blue,poldrack-categorize,s244
stroop_97_18,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",481,green,green,poldrack-categorize,s244
stroop_97_20,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1189,blue,blue,poldrack-categorize,s244
stroop_97_22,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",986,green,green,poldrack-categorize,s244
stroop_97_24,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",546,red,red,poldrack-categorize,s244
stroop_97_26,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1229,red,blue,poldrack-categorize,s244
stroop_97_28,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1155,blue,green,poldrack-categorize,s244
stroop_97_30,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1310,red,green,poldrack-categorize,s244
stroop_97_32,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",847,green,green,poldrack-categorize,s244
stroop_97_34,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",919,green,blue,poldrack-categorize,s244
stroop_97_36,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",844,red,red,poldrack-categorize,s244
stroop_97_38,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",850,green,blue,poldrack-categorize,s244
stroop_97_40,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",953,blue,green,poldrack-categorize,s244
stroop_97_42,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",713,blue,blue,poldrack-categorize,s244
stroop_97_44,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",631,blue,blue,poldrack-categorize,s244
stroop_97_46,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",885,green,red,poldrack-categorize,s244
stroop_97_48,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",522,red,red,poldrack-categorize,s244
stroop_97_50,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",706,green,green,poldrack-categorize,s244
stroop_97_53,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",516,green,green,poldrack-categorize,s244
stroop_97_55,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",933,blue,green,poldrack-categorize,s244
stroop_97_57,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",445,red,blue,poldrack-categorize,s244
stroop_97_59,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",876,blue,blue,poldrack-categorize,s244
stroop_97_61,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1342,red,blue,poldrack-categorize,s244
stroop_97_63,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",858,blue,red,poldrack-categorize,s244
stroop_97_65,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1036,blue,green,poldrack-categorize,s244
stroop_97_67,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",735,green,green,poldrack-categorize,s244
stroop_97_69,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",620,red,red,poldrack-categorize,s244
stroop_97_71,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",890,red,blue,poldrack-categorize,s244
stroop_97_73,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",787,blue,blue,poldrack-categorize,s244
stroop_97_75,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1171,red,red,poldrack-categorize,s244
stroop_97_77,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",809,blue,red,poldrack-categorize,s244
stroop_97_79,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",723,blue,blue,poldrack-categorize,s244
stroop_97_81,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",876,red,red,poldrack-categorize,s244
stroop_97_83,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",975,red,blue,poldrack-categorize,s244
stroop_97_85,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",768,blue,blue,poldrack-categorize,s244
stroop_97_87,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",542,green,green,poldrack-categorize,s244
stroop_97_89,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",535,red,red,poldrack-categorize,s244
stroop_97_91,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",717,green,green,poldrack-categorize,s244
stroop_97_93,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1348,red,red,poldrack-categorize,s244
stroop_97_95,incongruent,0.0,71.0,test,66.0,"[66, 71, 82]",1228,green,blue,poldrack-categorize,s244
stroop_97_97,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1445,red,blue,poldrack-categorize,s244
stroop_97_99,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",845,green,blue,poldrack-categorize,s244
stroop_97_101,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1147,blue,green,poldrack-categorize,s244
stroop_97_103,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",513,red,green,poldrack-categorize,s244
stroop_97_105,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1060,green,red,poldrack-categorize,s244
stroop_97_107,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",745,blue,blue,poldrack-categorize,s244
stroop_97_109,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",896,red,red,poldrack-categorize,s244
stroop_97_111,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1077,red,green,poldrack-categorize,s244
stroop_97_113,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",908,red,blue,poldrack-categorize,s244
stroop_97_115,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",808,green,green,poldrack-categorize,s244
stroop_97_117,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",827,green,red,poldrack-categorize,s244
stroop_97_119,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1027,blue,green,poldrack-categorize,s244
stroop_97_121,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1431,red,green,poldrack-categorize,s244
stroop_97_123,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1006,blue,red,poldrack-categorize,s244
stroop_97_125,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",746,green,green,poldrack-categorize,s244
stroop_97_127,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1008,green,blue,poldrack-categorize,s244
stroop_97_129,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",832,blue,blue,poldrack-categorize,s244
stroop_97_131,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",692,red,red,poldrack-categorize,s244
stroop_97_133,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",751,green,green,poldrack-categorize,s244
stroop_97_135,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",719,red,red,poldrack-categorize,s244
stroop_97_137,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",756,red,green,poldrack-categorize,s244
stroop_97_139,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",865,blue,green,poldrack-categorize,s244
stroop_97_141,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",908,blue,red,poldrack-categorize,s244
stroop_97_143,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",947,green,blue,poldrack-categorize,s244
stroop_97_145,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1185,blue,green,poldrack-categorize,s244
stroop_97_147,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",914,green,green,poldrack-categorize,s244
stroop_97_149,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",760,green,red,poldrack-categorize,s244
stroop_97_151,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",768,red,green,poldrack-categorize,s244
stroop_97_153,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",741,green,red,poldrack-categorize,s244
stroop_97_155,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",716,green,red,poldrack-categorize,s244
stroop_97_157,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1038,blue,red,poldrack-categorize,s244
stroop_97_159,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",823,green,blue,poldrack-categorize,s244
stroop_97_161,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1051,blue,green,poldrack-categorize,s244
stroop_97_163,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",880,red,red,poldrack-categorize,s244
stroop_97_165,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",796,red,red,poldrack-categorize,s244
stroop_97_167,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",654,green,green,poldrack-categorize,s244
stroop_97_169,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",925,red,red,poldrack-categorize,s244
stroop_97_171,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",944,blue,red,poldrack-categorize,s244
stroop_97_173,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",847,red,red,poldrack-categorize,s244
stroop_97_175,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",725,green,green,poldrack-categorize,s244
stroop_97_177,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",667,green,green,poldrack-categorize,s244
stroop_97_179,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",987,green,blue,poldrack-categorize,s244
stroop_97_181,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1309,blue,red,poldrack-categorize,s244
stroop_97_183,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",705,green,green,poldrack-categorize,s244
stroop_97_185,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",855,blue,blue,poldrack-categorize,s244
stroop_97_187,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",835,red,red,poldrack-categorize,s244
stroop_97_189,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",732,red,green,poldrack-categorize,s244
stroop_97_191,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",712,red,red,poldrack-categorize,s244
stroop_97_193,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",688,green,green,poldrack-categorize,s244
stroop_97_195,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",676,green,red,poldrack-categorize,s244
stroop_97_197,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",757,blue,blue,poldrack-categorize,s244
stroop_97_199,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",744,blue,blue,poldrack-categorize,s244
stroop_97_201,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",761,green,green,poldrack-categorize,s244
stroop_97_203,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1316,red,green,poldrack-categorize,s244
stroop_97_205,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",792,blue,blue,poldrack-categorize,s244
stroop_97_207,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",672,blue,blue,poldrack-categorize,s244
stroop_97_209,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",781,blue,blue,poldrack-categorize,s244
stroop_97_211,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",445,red,red,poldrack-categorize,s244
stroop_97_213,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1003,green,blue,poldrack-categorize,s244
stroop_97_215,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1122,blue,red,poldrack-categorize,s244
stroop_97_217,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",710,green,green,poldrack-categorize,s244
stroop_97_219,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",809,red,blue,poldrack-categorize,s244
stroop_97_221,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",750,green,red,poldrack-categorize,s244
stroop_97_223,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",681,blue,green,poldrack-categorize,s244
stroop_97_225,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1014,blue,blue,poldrack-categorize,s244
stroop_97_227,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1016,red,green,poldrack-categorize,s244
stroop_97_229,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",946,blue,blue,poldrack-categorize,s244
stroop_97_231,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",881,red,blue,poldrack-categorize,s244
stroop_97_233,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",793,green,red,poldrack-categorize,s244
stroop_97_235,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",794,green,green,poldrack-categorize,s244
stroop_97_237,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",767,blue,blue,poldrack-categorize,s244
stroop_97_239,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",737,red,red,poldrack-categorize,s244
stroop_97_241,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",897,green,blue,poldrack-categorize,s244
stroop_97_243,congruent,0.0,66.0,test,82.0,"[66, 71, 82]",784,blue,blue,poldrack-categorize,s244
stroop_98_4,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1056,green,red,poldrack-categorize,s246
stroop_98_6,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",436,blue,blue,poldrack-categorize,s246
stroop_98_8,congruent,0.0,71.0,practice,82.0,"[66, 71, 82]",494,green,green,poldrack-categorize,s246
stroop_98_10,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",542,green,green,poldrack-categorize,s246
stroop_98_12,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",618,red,red,poldrack-categorize,s246
stroop_98_14,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",797,red,blue,poldrack-categorize,s246
stroop_98_16,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1236,red,blue,poldrack-categorize,s246
stroop_98_18,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",768,red,red,poldrack-categorize,s246
stroop_98_20,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",916,blue,red,poldrack-categorize,s246
stroop_98_22,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",654,blue,blue,poldrack-categorize,s246
stroop_98_24,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1175,red,red,poldrack-categorize,s246
stroop_98_26,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",731,blue,blue,poldrack-categorize,s246
stroop_98_28,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",519,green,red,poldrack-categorize,s246
stroop_98_30,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",784,green,blue,poldrack-categorize,s246
stroop_98_32,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",627,green,green,poldrack-categorize,s246
stroop_98_34,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",684,red,green,poldrack-categorize,s246
stroop_98_36,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",742,green,blue,poldrack-categorize,s246
stroop_98_38,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",909,blue,green,poldrack-categorize,s246
stroop_98_40,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",792,blue,green,poldrack-categorize,s246
stroop_98_42,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",544,green,green,poldrack-categorize,s246
stroop_98_44,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",808,blue,red,poldrack-categorize,s246
stroop_98_46,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",672,red,red,poldrack-categorize,s246
stroop_98_48,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",713,blue,blue,poldrack-categorize,s246
stroop_98_50,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",956,red,green,poldrack-categorize,s246
stroop_98_53,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",776,blue,blue,poldrack-categorize,s246
stroop_98_55,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",568,green,green,poldrack-categorize,s246
stroop_98_57,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1291,blue,green,poldrack-categorize,s246
stroop_98_59,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",591,blue,blue,poldrack-categorize,s246
stroop_98_61,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",975,green,red,poldrack-categorize,s246
stroop_98_63,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",755,green,blue,poldrack-categorize,s246
stroop_98_65,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",710,blue,green,poldrack-categorize,s246
stroop_98_67,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",686,green,green,poldrack-categorize,s246
stroop_98_69,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",926,blue,blue,poldrack-categorize,s246
stroop_98_71,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",861,blue,blue,poldrack-categorize,s246
stroop_98_73,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",720,red,red,poldrack-categorize,s246
stroop_98_75,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",686,red,blue,poldrack-categorize,s246
stroop_98_77,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",692,red,green,poldrack-categorize,s246
stroop_98_79,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",701,red,blue,poldrack-categorize,s246
stroop_98_81,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",544,red,red,poldrack-categorize,s246
stroop_98_83,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",847,blue,blue,poldrack-categorize,s246
stroop_98_85,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",816,red,green,poldrack-categorize,s246
stroop_98_87,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",993,blue,red,poldrack-categorize,s246
stroop_98_89,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",987,green,blue,poldrack-categorize,s246
stroop_98_91,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",722,red,red,poldrack-categorize,s246
stroop_98_93,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",750,blue,blue,poldrack-categorize,s246
stroop_98_95,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",737,red,red,poldrack-categorize,s246
stroop_98_97,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",701,green,red,poldrack-categorize,s246
stroop_98_99,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",651,blue,red,poldrack-categorize,s246
stroop_98_101,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",686,green,green,poldrack-categorize,s246
stroop_98_103,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",711,red,green,poldrack-categorize,s246
stroop_98_105,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",757,green,green,poldrack-categorize,s246
stroop_98_107,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",843,blue,green,poldrack-categorize,s246
stroop_98_109,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",781,green,green,poldrack-categorize,s246
stroop_98_111,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",736,blue,blue,poldrack-categorize,s246
stroop_98_113,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",570,green,blue,poldrack-categorize,s246
stroop_98_115,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",812,blue,blue,poldrack-categorize,s246
stroop_98_117,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",690,red,red,poldrack-categorize,s246
stroop_98_119,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",740,green,green,poldrack-categorize,s246
stroop_98_121,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",854,blue,green,poldrack-categorize,s246
stroop_98_123,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",745,red,red,poldrack-categorize,s246
stroop_98_125,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",752,green,red,poldrack-categorize,s246
stroop_98_127,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",737,green,green,poldrack-categorize,s246
stroop_98_129,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",593,blue,blue,poldrack-categorize,s246
stroop_98_131,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",780,red,red,poldrack-categorize,s246
stroop_98_133,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",627,blue,blue,poldrack-categorize,s246
stroop_98_135,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",673,red,red,poldrack-categorize,s246
stroop_98_137,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1051,blue,red,poldrack-categorize,s246
stroop_98_139,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1063,blue,red,poldrack-categorize,s246
stroop_98_141,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",734,red,blue,poldrack-categorize,s246
stroop_98_143,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",747,green,green,poldrack-categorize,s246
stroop_98_145,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1168,blue,green,poldrack-categorize,s246
stroop_98_147,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",669,green,green,poldrack-categorize,s246
stroop_98_149,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",579,red,blue,poldrack-categorize,s246
stroop_98_151,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",645,red,red,poldrack-categorize,s246
stroop_98_153,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",760,green,red,poldrack-categorize,s246
stroop_98_155,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",893,red,red,poldrack-categorize,s246
stroop_98_157,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",725,red,red,poldrack-categorize,s246
stroop_98_159,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",719,blue,blue,poldrack-categorize,s246
stroop_98_161,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",587,blue,blue,poldrack-categorize,s246
stroop_98_163,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",733,red,red,poldrack-categorize,s246
stroop_98_165,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",875,blue,blue,poldrack-categorize,s246
stroop_98_167,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1115,blue,red,poldrack-categorize,s246
stroop_98_169,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",771,red,green,poldrack-categorize,s246
stroop_98_171,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",979,green,red,poldrack-categorize,s246
stroop_98_173,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1008,blue,red,poldrack-categorize,s246
stroop_98_175,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",728,green,blue,poldrack-categorize,s246
stroop_98_177,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",670,red,blue,poldrack-categorize,s246
stroop_98_179,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",714,green,red,poldrack-categorize,s246
stroop_98_181,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",710,red,green,poldrack-categorize,s246
stroop_98_183,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",716,red,blue,poldrack-categorize,s246
stroop_98_185,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",802,green,blue,poldrack-categorize,s246
stroop_98_187,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",776,green,green,poldrack-categorize,s246
stroop_98_189,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",689,red,green,poldrack-categorize,s246
stroop_98_191,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",724,red,red,poldrack-categorize,s246
stroop_98_193,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",746,red,blue,poldrack-categorize,s246
stroop_98_195,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",670,green,green,poldrack-categorize,s246
stroop_98_197,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",597,green,green,poldrack-categorize,s246
stroop_98_199,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",762,blue,green,poldrack-categorize,s246
stroop_98_201,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",570,blue,red,poldrack-categorize,s246
stroop_98_203,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",633,green,blue,poldrack-categorize,s246
stroop_98_205,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",747,blue,blue,poldrack-categorize,s246
stroop_98_207,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",640,blue,blue,poldrack-categorize,s246
stroop_98_209,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",780,green,blue,poldrack-categorize,s246
stroop_98_211,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",791,red,green,poldrack-categorize,s246
stroop_98_213,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",840,blue,blue,poldrack-categorize,s246
stroop_98_215,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",740,red,red,poldrack-categorize,s246
stroop_98_217,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",954,blue,green,poldrack-categorize,s246
stroop_98_219,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",620,green,blue,poldrack-categorize,s246
stroop_98_221,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",605,green,green,poldrack-categorize,s246
stroop_98_223,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",595,blue,red,poldrack-categorize,s246
stroop_98_225,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",535,red,green,poldrack-categorize,s246
stroop_98_227,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",575,red,blue,poldrack-categorize,s246
stroop_98_229,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",488,green,green,poldrack-categorize,s246
stroop_98_231,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",643,green,red,poldrack-categorize,s246
stroop_98_233,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",626,blue,green,poldrack-categorize,s246
stroop_98_235,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",506,green,green,poldrack-categorize,s246
stroop_98_237,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",526,green,green,poldrack-categorize,s246
stroop_98_239,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",739,red,red,poldrack-categorize,s246
stroop_98_241,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",595,green,red,poldrack-categorize,s246
stroop_98_243,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",604,red,red,poldrack-categorize,s246
stroop_99_4,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",748,red,blue,poldrack-categorize,s249
stroop_99_6,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",841,red,red,poldrack-categorize,s249
stroop_99_8,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1026,green,green,poldrack-categorize,s249
stroop_99_10,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",575,green,green,poldrack-categorize,s249
stroop_99_12,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",483,blue,blue,poldrack-categorize,s249
